label,score,PanjivaRecordID
0,0.5264664888381958,113632447
0,0.5354780554771423,113688319
0,0.5426658391952515,113695487
0,0.5240907669067383,113722943
0,0.5331423282623291,113674047
0,0.4834710657596588,113621503
0,0.5843275785446167,113593471
0,0.5809429883956909,113904831
0,0.5064806938171387,113634047
0,0.5308108329772949,113638463
0,0.560965895652771,113721087
0,0.5803862810134888,113937279
0,0.4409397542476654,114200063
0,0.5598986148834229,113814783
0,0.5299429893493652,114067583
0,0.5370396375656128,113958463
0,0.49153876304626465,114295103
0,0.529495358467102,114134527
0,0.5165469646453857,113829951
0,0.5476126670837402,113632575
0,0.5965344905853271,114198783
0,0.5386381149291992,113798527
0,0.5152140855789185,113958719
0,0.506168007850647,114070783
0,0.5196681618690491,113933311
0,0.5410534143447876,114074751
0,0.48798319697380066,113978687
0,0.5484209060668945,114126079
0,0.48017701506614685,113969983
0,0.596012532711029,113995199
0,0.5432357788085938,113720959
0,0.5235716104507446,114317823
0,0.4915076196193695,113849471
0,0.5083324909210205,113716543
0,0.5527331829071045,113923391
0,0.5361141562461853,113970175
0,0.5590808391571045,114249791
0,0.4610147476196289,114031999
0,0.5585479736328125,114032447
0,0.5596129894256592,113722367
0,0.5670557618141174,113859455
0,0.4982987344264984,113673087
0,0.4685463607311249,113959295
0,0.5145546793937683,114023295
0,0.49393588304519653,113669375
0,0.5255001783370972,114064511
0,0.48041120171546936,114023743
0,0.5368382930755615,114067135
0,0.5045530200004578,114057791
0,0.4634319245815277,113866495
0,0.5287365913391113,114227135
0,0.5771503448486328,114168063
0,0.4635622203350067,114200511
0,0.5943763256072998,113815295
0,0.6315121650695801,114171711
0,0.4884677231311798,114408127
0,0.517021656036377,113792191
0,0.5581247210502625,113830591
0,0.5649013519287109,114477503
0,0.5735430717468262,113975295
0,0.5739284753799438,114468223
0,0.5673120021820068,114142975
0,0.47721853852272034,113824959
0,0.5634564757347107,114154111
0,0.5562253594398499,114361535
0,0.516660213470459,114190399
0,0.5322597026824951,114292031
0,0.5362017154693604,113798271
0,0.599647045135498,114274175
0,0.5455994606018066,114273471
0,0.5787415504455566,114619711
0,0.5686299800872803,114129855
0,0.5317796468734741,114108991
0,0.5922631621360779,114366591
0,0.6019787788391113,113992383
0,0.5522244572639465,114436095
0,0.49052694439888,113974655
0,0.5739403963088989,114025407
0,0.4082799553871155,114046271
0,0.5145412683486938,114539967
0,0.601871907711029,114506495
0,0.598733127117157,114550399
0,0.542824387550354,114207871
0,0.4971505403518677,114495871
