idx,recall,Prec@next_10,Prec@next_20,Prec@next_30,Prec@next_40,Prec@next_50,run_index
0.0,0.008823529411764706,1.0,1.0,1.0,1.0,0.92,0
1.0,0.03823529411764706,1.0,1.0,1.0,0.825,0.76,0
2.0,0.06764705882352941,1.0,1.0,0.7666666666666667,0.7,0.62,0
3.0,0.09705882352941177,1.0,0.65,0.6,0.525,0.5,0
4.0,0.1264705882352941,0.3,0.4,0.36666666666666664,0.375,0.36,0
5.0,0.13529411764705881,0.5,0.4,0.4,0.375,0.36,0
6.0,0.15,0.3,0.35,0.3333333333333333,0.325,0.34,0
7.0,0.1588235294117647,0.4,0.35,0.3333333333333333,0.325,0.34,0
8.0,0.17058823529411765,0.3,0.25,0.3,0.35,0.38,0
9.0,0.17941176470588235,0.3,0.3,0.36666666666666664,0.4,0.44,0
10.0,0.18823529411764706,0.3,0.4,0.4,0.45,0.46,0
11.0,0.19705882352941176,0.4,0.4,0.5333333333333333,0.5,0.46,0
12.0,0.2088235294117647,0.5,0.6,0.5333333333333333,0.475,0.52,0
13.0,0.2235294117647059,0.7,0.55,0.4666666666666667,0.525,0.52,0
14.0,0.24411764705882352,0.5,0.35,0.4666666666666667,0.475,0.48,0
15.0,0.25882352941176473,0.3,0.45,0.4666666666666667,0.45,0.5,0
16.0,0.2676470588235294,0.6,0.65,0.5333333333333333,0.575,0.58,0
17.0,0.2852941176470588,0.7,0.5,0.5666666666666667,0.575,0.56,0
18.0,0.3058823529411765,0.4,0.5,0.5,0.5,0.48,0
19.0,0.3176470588235294,0.6,0.55,0.5,0.525,0.46,0
20.0,0.3352941176470588,0.4,0.4,0.5,0.425,0.44,0
21.0,0.34705882352941175,0.4,0.6,0.4666666666666667,0.45,0.46,0
22.0,0.3588235294117647,0.8,0.5,0.4666666666666667,0.5,0.5,0
23.0,0.38235294117647056,0.2,0.35,0.43333333333333335,0.425,0.48,0
24.0,0.38823529411764707,0.6,0.6,0.5333333333333333,0.6,0.56,0
25.0,0.40588235294117647,0.7,0.55,0.6,0.55,0.6,0
26.0,0.4264705882352941,0.5,0.55,0.6,0.55,0.58,0
27.0,0.4411764705882353,0.7,0.65,0.5666666666666667,0.6,0.58,0
28.0,0.46176470588235297,0.7,0.55,0.5333333333333333,0.575,0.56,0
29.0,0.4823529411764706,0.5,0.45,0.4666666666666667,0.525,0.58,0
30.0,0.4970588235294118,0.4,0.45,0.5333333333333333,0.625,0.56,0
31.0,0.5088235294117647,0.4,0.65,0.6666666666666666,0.625,0.58,0
32.0,0.5205882352941177,1.0,0.8,0.7,0.625,0.64,0
33.0,0.55,0.5,0.55,0.5,0.5,0.46,0
34.0,0.5647058823529412,0.6,0.5,0.5,0.45,0.48,0
35.0,0.5823529411764706,0.4,0.45,0.43333333333333335,0.425,0.4,0
36.0,0.5941176470588235,0.5,0.45,0.4666666666666667,0.4,0.4,0
37.0,0.6088235294117647,0.5,0.45,0.36666666666666664,0.375,0.4,0
38.0,0.6235294117647059,0.4,0.3,0.3333333333333333,0.375,0.4,0
39.0,0.6352941176470588,0.2,0.3,0.36666666666666664,0.4,0.42,0
40.0,0.6411764705882353,0.4,0.45,0.4666666666666667,0.475,0.48,0
