label,PanjivaRecordID,rank
0,130640128,1.0
0,130720556,0.9981700813920853
1,1243260360025004,0.9981625970624006
0,130537792,0.9967817382355693
1,1276880660028004,0.9958125175413977
1,1276601340040002,0.995131443540088
1,1257523230019001,0.9950640845729254
0,130941584,0.9950453737487136
1,1276880660021002,0.9949780147815511
0,131593435,0.9948844606604921
1,1245395380076004,0.9948395546823837
1,1289633620027001,0.9948283281878567
1,1255941720036003,0.9939189821311629
1,1252139300013001,0.9930919637010011
1,1255941720036002,0.9930882215361587
1,1276880660032003,0.9930433155580504
0,131729341,0.9928113013378239
1,1246403590044001,0.9927402002058191
0,131158485,0.9925718027879128
1,127688066007002,0.9924445691832725
1,1289633630035001,0.9923697258864252
1,1245395380056003,0.9922237814575732
1,1276880660021001,0.9921713911497801
1,1243260360025002,0.9919767985779774
0,129187572,0.9919169239404996
1,1276258550016003,0.9918308541491253
1,1252139300013002,0.9917747216764898
0,130059159,0.9912021704556085
1,1255941720024001,0.9911572644775002
0,130296109,0.9910786790158106
1,1289995120029004,0.991041257367387
1,1289633630035003,0.9910113200486481
1,1261680120077004,0.9908316961362148
1,1277419450080002,0.9907680793338947
1,1277419450080004,0.9905360651136682
0,130339400,0.9902441762559641
0,131356150,0.990139395640378
1,1255941720036004,0.9899186079146787
1,1276258170074003,0.9898213116287773
1,1250458490081004,0.9897764056506689
1,1276601340040001,0.9894732902984377
1,1261680120038003,0.9894021891664327
0,129423842,0.9893460566937974
1,1276880660028001,0.9893385723641126
1,1276258170041002,0.9889868088689306
1,1261680120038001,0.98893816072598
1,1276258170074002,0.9887847319674432
1,1264357590018001,0.988679951351857
1,1289633620027003,0.9886313032089064
0,131731832,0.9885265225933202
1,1255941720015002,0.9882458602301432
1,1261725290010004,0.9881934699223501
1,128963363000004,0.9881710169332959
1,1261680120038004,0.988088689306764
1,127688066007004,0.987953971372439
1,1261680120038002,0.9877144728225278
1,1258653860049003,0.9876770511741042
1,1243260360025001,0.9876770511741042
1,1276601340040004,0.9875834970530452
1,1243260360025003,0.9874974272616709
1,1276601340057004,0.9872429600523903
0,130062176,0.9870708204696417
1,1268811300061002,0.986981008513425
1,1255941720015004,0.986898680886893
1,1258653860011001,0.986752736458041
1,1261318790051004,0.9865469173917111
1,1261680120082003,0.986400972962859
1,1253664780060003,0.9863897464683319
0,130367359,0.9863897464683319
1,1276258170041001,0.9862026382262139
1,1261680120045003,0.9861427635887361
1,1258653860049004,0.9860043034895687
1,1261680120082004,0.985996819159884
1,1263869940014004,0.9859631396763028
0,131793913,0.9858770698849284
1,1276258550065002,0.9856413134998596
0,129424148,0.9855065955655347
1,1268811300061003,0.9853831041257367
0,131201867,0.9852334175320423
0,131691325,0.9851772850594068
1,1253664840075002,0.9851735428945645
1,1255941720024004,0.9849490130040228
1,1276258170041004,0.9849490130040228
1,1245395380076001,0.9848180372345402
1,1276258550065003,0.9844775002338852
0,130642474,0.9844513050799888
1,1250458490081001,0.9844363364206193
1,1257523230019004,0.9844251099260922
0,129944022,0.984256712508186
0,131608039,0.9840957994199645
1,1261680120045004,0.9839797923098512
1,1242836980070004,0.9838750116942652
1,1276258550065001,0.9838001683974179
1,1277419450080001,0.9837889419028908
1,1253664840075004,0.9837215829357283
1,1276880660021003,0.9836429974740387
1,126558406008003,0.9836130601552998
0,131781156,0.9836055758256151
1,1268811300047003,0.9834596313967631
1,1289633630035002,0.9833885302647581
0,130373103,0.9833473664514922
0,131649550,0.9831527738796894
1,127688066007003,0.9830405089344185
1,1261680120082002,0.9829245018243054
